customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,dependency_score,value_tier,value_score,satisfaction_flag,loyalty_segment,retention_risk,age_group,promo_sensitivity,premium_customer
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,2,Medium Value,0.5423341836734694,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly,2,High Value,0.7491709183673468,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually,2,Medium Value,0.5422704081632653,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly,2,Medium Value,0.4211989795918367,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,2,Medium Value,0.4089795918367347,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,2,Low Value,0.37183673469387757,Satisfied,Low Loyalty,Low Risk,Adult,High,No
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly,2,High Value,0.7266454081632652,Satisfied,Medium Loyalty,Low Risk,Mature,High,No
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,2,Medium Value,0.47915816326530614,Satisfied,Medium Loyalty,Low Risk,Mature,High,No
274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly,2,Low Value,0.387920918367347,Satisfied,Medium Loyalty,Low Risk,Mature,High,No
275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,2,Medium Value,0.45780612244897956,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Express,Yes,Yes,13,Credit Card,Weekly,2,High Value,0.689094387755102,Satisfied,Low Loyalty,Low Risk,Mature,High,No
277,25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly,2,Low Value,0.31747448979591836,Unsatisfied,Low Loyalty,Low Risk,Young Adult,High,No
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,2,Medium Value,0.4899107142857143,Unsatisfied,Medium Loyalty,Low Risk,Adult,High,No
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually,2,High Value,0.6565688775510203,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly,2,High Value,0.671033163265306,Satisfied,Medium Loyalty,Low Risk,Young Adult,High,No
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,2,High Value,0.6230739795918366,Satisfied,Low Loyalty,Low Risk,Mature,High,No
282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,2,High Value,0.5841964285714285,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly,2,High Value,0.6402295918367347,Unsatisfied,Low Loyalty,Low Risk,Young Adult,High,No
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually,2,Low Value,0.24808673469387754,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly,2,Low Value,0.2839923469387755,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly,2,Low Value,0.34411989795918374,Satisfied,Low Loyalty,Low Risk,Adult,High,No
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually,2,Low Value,0.30498724489795925,Unsatisfied,Low Loyalty,High Risk,Adult,High,No
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,2,Medium Value,0.39970663265306117,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,2,High Value,0.6632908163265306,Unsatisfied,Medium Loyalty,Low Risk,Adult,High,No
290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,2,High Value,0.6936862244897959,Satisfied,Low Loyalty,Low Risk,Mature,High,No
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly,2,High Value,0.623125,Unsatisfied,High Loyalty,Low Risk,Mature,High,Yes
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,2,Medium Value,0.4475255102040816,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly,2,High Value,0.7101913265306122,Satisfied,Low Loyalty,Low Risk,Mature,High,No
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually,2,Medium Value,0.4027933673469388,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months,2,Low Value,0.2602040816326531,Satisfied,Low Loyalty,Low Risk,Mature,High,No
296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,2,Low Value,0.3895663265306123,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,2,High Value,0.663954081632653,Satisfied,Low Loyalty,Low Risk,Young Adult,High,No
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,2,Low Value,0.27711734693877554,Satisfied,Low Loyalty,Low Risk,Mature,High,No
299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months,2,Medium Value,0.3968494897959184,Satisfied,Low Loyalty,Low Risk,Mature,High,No
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,2,High Value,0.7028061224489796,Unsatisfied,Low Loyalty,Low Risk,Young Adult,High,No
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly,2,High Value,0.8295663265306122,Satisfied,Low Loyalty,Low Risk,Adult,High,No
302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months,2,High Value,0.7188137755102041,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,2,Medium Value,0.4441836734693878,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly,2,High Value,0.7688775510204081,Unsatisfied,High Loyalty,Low Risk,Young Adult,High,Yes
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,2,High Value,0.8543877551020408,Unsatisfied,Medium Loyalty,Low Risk,Adult,High,No
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually,2,Medium Value,0.47243622448979594,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
307,26,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually,2,Low Value,0.28149234693877556,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,2,Low Value,0.2297448979591837,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
309,66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly,2,Medium Value,0.5450127551020408,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21,Cash,Fortnightly,2,Low Value,0.3336989795918367,Satisfied,Low Loyalty,Low Risk,Mature,High,No
311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50,Cash,Fortnightly,2,High Value,0.865625,Satisfied,High Loyalty,Low Risk,Mature,High,Yes
312,69,Male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,2,Medium Value,0.46520408163265314,Satisfied,Low Loyalty,Low Risk,Mature,High,No
313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually,2,Medium Value,0.5187372448979592,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
314,42,Male,Dress,Clothing,77,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months,2,High Value,0.770625,Unsatisfied,High Loyalty,Low Risk,Mature,High,Yes
315,30,Male,Pants,Clothing,24,New Jersey,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months,2,Low Value,0.27045918367346944,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
316,66,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually,2,Low Value,0.26331632653061227,Satisfied,Low Loyalty,Low Risk,Mature,High,No
317,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly,2,Medium Value,0.46176020408163265,Unsatisfied,Medium Loyalty,Low Risk,Adult,High,No
318,58,Male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months,2,High Value,0.7497704081632653,Satisfied,Medium Loyalty,Low Risk,Mature,High,No
319,45,Male,Backpack,Accessories,67,South Dakota,M,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually,2,Medium Value,0.41947704081632653,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
320,47,Male,Shorts,Clothing,74,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months,2,Medium Value,0.45375,Unsatisfied,Low Loyalty,High Risk,Mature,High,No
321,66,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly,2,High Value,0.5828061224489797,Satisfied,Low Loyalty,Low Risk,Mature,High,No
322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,2,Medium Value,0.5027551020408163,Satisfied,High Loyalty,Low Risk,Mature,High,No
323,41,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3.0,Yes,Standard,Yes,Yes,47,Credit Card,Monthly,2,High Value,0.8785076530612245,Unsatisfied,High Loyalty,Low Risk,Mature,High,Yes
324,66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly,2,High Value,0.7226785714285714,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
325,37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly,2,High Value,0.6941581632653062,Satisfied,Medium Loyalty,Low Risk,Adult,High,No
326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually,2,High Value,0.6077806122448979,Satisfied,Medium Loyalty,Low Risk,Mature,High,No
327,62,Male,Scarf,Accessories,41,New Jersey,M,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly,2,High Value,0.6558801020408163,Unsatisfied,High Loyalty,Low Risk,Mature,High,Yes
328,61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly,2,High Value,0.5880357142857142,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
329,48,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly,2,Medium Value,0.4677295918367347,Unsatisfied,Low Loyalty,High Risk,Mature,High,No
330,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly,2,Medium Value,0.43891581632653065,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
331,46,Male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,3.8,Yes,Express,Yes,Yes,43,Venmo,Bi-Weekly,2,High Value,0.6565178571428572,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
332,31,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,46,PayPal,Quarterly,2,High Value,0.8392602040816326,Unsatisfied,Medium Loyalty,Low Risk,Adult,High,No
333,19,Male,Shirt,Clothing,86,New York,M,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly,2,High Value,0.5707397959183673,Unsatisfied,Low Loyalty,High Risk,Young Adult,High,No
334,39,Male,Sweater,Clothing,64,Alaska,M,Teal,Winter,4.5,Yes,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly,2,High Value,0.5582142857142857,Satisfied,Low Loyalty,Low Risk,Adult,High,No
335,41,Male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,Yes,30,Credit Card,Annually,2,Medium Value,0.42380102040816325,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
336,20,Male,Sweater,Clothing,85,Oregon,L,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months,2,High Value,0.7788903061224489,Unsatisfied,Medium Loyalty,Low Risk,Young Adult,High,No
337,36,Male,Hat,Accessories,81,Rhode Island,S,Orange,Fall,4.4,Yes,Express,Yes,Yes,16,PayPal,Annually,2,Medium Value,0.5349617346938775,Satisfied,Low Loyalty,Low Risk,Adult,High,No
338,32,Male,Sweater,Clothing,59,New Mexico,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually,2,Medium Value,0.4112117346938775,Satisfied,Low Loyalty,Low Risk,Adult,High,No
339,69,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,Yes,16,Cash,Weekly,2,High Value,0.6737117346938776,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
340,40,Male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months,2,Low Value,0.3455739795918368,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
341,40,Male,Shorts,Clothing,47,New Jersey,L,Blue,Summer,3.5,Yes,Express,Yes,Yes,39,Venmo,Every 3 Months,2,Medium Value,0.5345280612244898,Unsatisfied,Medium Loyalty,Low Risk,Adult,High,No
342,20,Male,Hat,Accessories,20,Utah,S,Blue,Summer,4.6,Yes,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly,2,Medium Value,0.4637755102040816,Satisfied,Medium Loyalty,Low Risk,Young Adult,High,No
343,64,Male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,2,Medium Value,0.5277551020408163,Unsatisfied,High Loyalty,Low Risk,Mature,High,No
344,27,Male,Sandals,Footwear,39,Nebraska,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Monthly,2,Medium Value,0.43493622448979596,Satisfied,Low Loyalty,Low Risk,Adult,High,No
345,24,Male,Skirt,Clothing,71,Virginia,M,Charcoal,Winter,4.0,Yes,Standard,Yes,Yes,46,Debit Card,Monthly,2,High Value,0.7373852040816326,Satisfied,Medium Loyalty,Low Risk,Young Adult,High,No
346,48,Male,Shoes,Footwear,59,Wyoming,S,Olive,Winter,4.4,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Annually,2,Medium Value,0.47855867346938774,Satisfied,Low Loyalty,Low Risk,Mature,High,No
347,49,Male,Jeans,Clothing,50,New Mexico,L,Violet,Spring,4.7,Yes,Next Day Air,Yes,Yes,5,Cash,Weekly,2,Medium Value,0.44323979591836726,Satisfied,Low Loyalty,Low Risk,Mature,High,No
348,36,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Fortnightly,2,High Value,0.5752678571428571,Unsatisfied,Medium Loyalty,Low Risk,Adult,High,No
349,56,Male,Blouse,Clothing,59,South Carolina,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Fortnightly,2,Medium Value,0.5173341836734694,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
350,37,Male,Hat,Accessories,87,Arizona,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly,2,High Value,0.6141198979591836,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
351,42,Male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly,2,High Value,0.7516326530612245,Unsatisfied,High Loyalty,Low Risk,Mature,High,Yes
352,28,Male,Skirt,Clothing,90,New York,M,Teal,Winter,3.9,Yes,Standard,Yes,Yes,24,Debit Card,Bi-Weekly,2,High Value,0.7595663265306122,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
353,27,Male,Jeans,Clothing,71,Texas,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,12,Cash,Every 3 Months,2,Medium Value,0.5042219387755102,Satisfied,Low Loyalty,Low Risk,Adult,High,No
354,63,Male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Yes,Store Pickup,Yes,Yes,35,Debit Card,Monthly,2,High Value,0.6306632653061224,Satisfied,Medium Loyalty,Low Risk,Mature,High,No
355,58,Male,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,3.0,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly,2,High Value,0.8160204081632653,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
356,37,Male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months,2,Low Value,0.27375000000000005,Satisfied,Low Loyalty,Low Risk,Adult,High,No
357,56,Male,Pants,Clothing,80,Nevada,L,Black,Spring,3.8,Yes,Standard,Yes,Yes,27,Cash,Weekly,2,High Value,0.7466836734693877,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
358,18,Male,Belt,Accessories,56,Arkansas,M,Olive,Spring,4.0,Yes,Standard,Yes,Yes,16,Credit Card,Bi-Weekly,2,Medium Value,0.5193367346938775,Satisfied,Low Loyalty,Low Risk,Young Adult,High,No
359,48,Male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,3.6,Yes,Express,Yes,Yes,36,Credit Card,Every 3 Months,2,Low Value,0.3924107142857143,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
360,31,Male,Sneakers,Footwear,74,Georgia,M,Olive,Winter,3.0,Yes,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months,2,High Value,0.6313010204081633,Unsatisfied,Medium Loyalty,Low Risk,Adult,High,No
361,51,Male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3.0,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,2,Low Value,0.36033163265306123,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
362,65,Male,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,Yes,Free Shipping,Yes,Yes,45,Cash,Annually,2,High Value,0.7968877551020409,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
363,53,Male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,Yes,1,Venmo,Fortnightly,2,Medium Value,0.4475,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
364,55,Male,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Fortnightly,2,High Value,0.8335204081632652,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
365,62,Male,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,3.0,Yes,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months,2,High Value,0.5692346938775511,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
366,55,Male,Gloves,Accessories,88,West Virginia,XL,Gray,Summer,3.7,Yes,Standard,Yes,Yes,50,PayPal,Quarterly,2,High Value,0.8075000000000001,Unsatisfied,High Loyalty,Low Risk,Mature,High,Yes
367,64,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly,2,Medium Value,0.5104081632653061,Unsatisfied,Medium Loyalty,Low Risk,Mature,High,No
368,52,Male,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly,2,Low Value,0.39158163265306123,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
369,24,Male,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,4.5,Yes,Standard,Yes,Yes,29,Cash,Monthly,2,Medium Value,0.4533035714285715,Satisfied,Low Loyalty,Low Risk,Young Adult,High,No
370,38,Male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Yes,Store Pickup,Yes,Yes,45,PayPal,Quarterly,2,Medium Value,0.5068877551020408,Unsatisfied,Medium Loyalty,Low Risk,Adult,High,No
371,59,Male,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,Yes,Express,Yes,Yes,13,PayPal,Weekly,2,Medium Value,0.402219387755102,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
372,27,Male,Sneakers,Footwear,83,North Carolina,S,Pink,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Monthly,2,High Value,0.8110076530612245,Unsatisfied,High Loyalty,Low Risk,Adult,High,Yes
373,24,Male,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,Yes,Standard,Yes,Yes,7,Debit Card,Weekly,2,High Value,0.652359693877551,Unsatisfied,Low Loyalty,Low Risk,Young Adult,High,No
374,23,Male,Coat,Outerwear,27,North Dakota,L,White,Summer,4.6,Yes,Express,Yes,Yes,11,Venmo,Bi-Weekly,2,Low Value,0.32559948979591835,Satisfied,Low Loyalty,Low Risk,Young Adult,High,No
375,69,Male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5.0,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly,2,High Value,0.7339030612244898,Satisfied,Medium Loyalty,Low Risk,Mature,High,No
376,59,Male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Yes,Standard,Yes,Yes,6,Debit Card,Quarterly,2,Low Value,0.2231122448979592,Satisfied,Low Loyalty,Low Risk,Mature,High,No
377,51,Male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,Yes,Express,Yes,Yes,2,Venmo,Bi-Weekly,2,Medium Value,0.40549744897959183,Satisfied,Low Loyalty,Low Risk,Mature,High,No
378,63,Male,Scarf,Accessories,32,Maine,M,Silver,Spring,4.1,Yes,Standard,Yes,Yes,39,Credit Card,Every 3 Months,2,Medium Value,0.4501530612244897,Satisfied,Medium Loyalty,Low Risk,Mature,High,No
379,54,Male,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,23,Credit Card,Monthly,2,Medium Value,0.5459438775510205,Satisfied,Low Loyalty,Low Risk,Mature,High,No
380,32,Male,T-shirt,Clothing,29,Montana,S,Magenta,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,46,Debit Card,Bi-Weekly,2,Medium Value,0.5511352040816326,Satisfied,Medium Loyalty,Low Risk,Adult,High,No
381,39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3.0,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Weekly,2,High Value,0.635829081632653,Unsatisfied,Low Loyalty,Low Risk,Adult,High,No
382,66,Male,Jewelry,Accessories,25,Maine,L,Lavender,Winter,3.4,Yes,Store Pickup,Yes,Yes,3,Credit Card,Every 3 Months,2,Low Value,0.1903698979591837,Unsatisfied,Low Loyalty,Low Risk,Mature,High,No
383,28,Male,Jeans,Clothing,76,California,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,47,PayPal,Quarterly,2,High Value,0.7216326530612245,Unsatisfied,High Loyalty,Low Risk,Adult,High,Yes
